,Descriptions,Amount,Category,date,customer_id,type,month,fraud_type,is_scammed,is_scam_transaction
1891,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-07-31,17053,spending,July,none,0,
1892,Paycheck Deposit - Company Name,10867.716838489603,Income,2023-10-01,12281,income,October,none,0,
1893,Rent Payment - Apt #303,1500.0,Housing,2023-10-01,12281,spending,October,none,0,
1894,Internet Bill Payment - ISP Inc.,85.5,Utilities,2023-10-01,12281,spending,October,none,0,
1895,Transfer to Vacation Fund,350.0,Transfers,2023-10-02,12281,spending,October,none,0,
1896,Credit Card Payment - Discover **** 9012,120.5,Credit Card Payment,2023-10-02,12281,spending,October,none,0,
1897,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2023-10-02,12281,spending,October,none,0,
1898,Electricity Bill Payment - Utility Co.,85.0,Utilities,2023-10-02,12281,spending,October,none,0,
1899,Transfer to Investment Account,400.0,Transfers,2023-10-02,12281,spending,October,none,0,
1900,Utilities Payment - Water and Sewer,60.75,Utilities,2023-10-03,12281,spending,October,none,0,
1901,Credit Card Payment - Visa **** 7890,75.25,Credit Card Payment,2023-10-03,12281,spending,October,none,0,
1902,Credit Card Payment - American Express **** 5678,175.0,Credit Card Payment,2023-10-03,12281,spending,October,none,0,
1903,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2023-10-03,12281,spending,October,none,0,
1904,Credit Card Payment - Mastercard **** 5678,135.0,Credit Card Payment,2023-10-04,12281,spending,October,none,0,
1905,Vision Center - Eye Exam,95.0,Healthcare,2023-10-04,12281,spending,October,none,0,
1906,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2023-10-04,12281,spending,October,none,0,
1907,Savings Account Interest - October,15.6,Interest,2023-10-04,12281,spending,October,none,0,
1908,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2023-10-05,12281,spending,October,none,0,
1909,Fuel Purchase - Gas Station,45.6,Transportation,2023-10-06,12281,spending,October,none,0,
1910,ATM Withdrawal - GHI Bank ATM,60.0,Cash Withdrawal,2023-10-06,12281,spending,October,none,0,
1911,Netflix Subscription - Monthly Charge,12.99,Streaming Services,2023-10-06,12281,spending,October,none,0,
1912,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2023-10-06,12281,spending,October,none,0,
1913,Restaurant - Dinner with Friends,100.0,Dining Out,2023-10-06,12281,spending,October,none,0,
1914,Transfer from Savings to Checking,175.0,Transfers,2023-10-08,12281,spending,October,none,0,
1915,Amazon Prime Membership Renewal,12.99,Online Shopping,2023-10-08,12281,spending,October,none,0,
1916,ATM Withdrawal - STU Bank ATM,100.0,Cash Withdrawal,2023-10-09,12281,spending,October,none,0,
1917,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2023-10-09,12281,spending,October,none,0,
1918,Transfer from Savings to Checking,500.0,Transfers,2023-10-10,12281,spending,October,none,0,
1919,Credit Card Payment - American Express **** 3456,200.0,Credit Card Payment,2023-10-10,12281,spending,October,none,0,
1920,Food Basics,30.0,Groceries,2023-10-10,12281,spending,October,none,0,
1921,Charitable Donation - Red Cross,50.0,Charity,2023-10-10,12281,spending,October,none,0,
1922,Walmart - Household Essentials,45.0,Shopping,2023-10-10,12281,spending,October,none,0,
1923,Price Chopper,40.0,Groceries,2023-10-11,12281,spending,October,none,0,
1924,Transfer from Savings to Checking,300.0,Transfers,2023-10-11,12281,spending,October,none,0,
1925,Tesco,55.0,Groceries,2023-10-11,12281,spending,October,none,0,
1926,Online Retailer - Electronics Purchase,199.99,Online Shopping,2023-10-11,12281,spending,October,none,0,
1927,ATM Withdrawal - JKL Bank ATM,100.0,Cash Withdrawal,2023-10-12,12281,spending,October,none,0,
1928,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2023-10-12,12281,spending,October,none,0,
1929,Coffee Shop - Latte and Croissant,6.75,Dining Out,2023-10-12,12281,spending,October,none,0,
1930,Online Retailer - Outdoor Gear,179.99,Online Shopping,2023-10-12,12281,spending,October,none,0,
1931,Zara - Affordable Fashion,55.0,Shopping,2023-10-14,12281,spending,October,none,0,
1932,Boohoo - Cheap Fashion Finds,25.0,Shopping,2023-10-14,12281,spending,October,none,0,
1933,Fuel Purchase - Gas Station,40.75,Transportation,2023-10-15,12281,spending,October,none,0,
1934,Online Shopping - Tech Accessories,59.99,Online Shopping,2023-10-15,12281,spending,October,none,0,
1935,Monthly Service Fee - Account Maintenance,10.0,Bank Fees,2023-10-15,12281,spending,October,none,0,
1936,Smart & Final,35.0,Groceries,2023-10-15,12281,spending,October,none,0,
1937,Woolworths,45.0,Groceries,2023-10-16,12281,spending,October,none,0,
1938,Urology Clinic - Urinary Health Check,120.0,Healthcare,2023-10-16,12281,spending,October,none,0,
1939,Transfer to Emergency Fund,200.0,Transfers,2023-10-17,12281,spending,October,none,0,
1940,Fast Food - Lunch on the Go,15.2,Dining Out,2023-10-18,12281,spending,October,none,0,
1941,Festival Foods,40.0,Groceries,2023-10-20,12281,spending,October,none,0,
1942,Coffee Shop - Morning Brew,5.25,Dining Out,2023-10-20,12281,spending,October,none,0,
1943,New Look - Fashion Bargains,25.0,Shopping,2023-10-22,12281,spending,October,none,0,
1944,Electronics Store - Gadget Purchase,250.5,Electronics,2023-10-23,12281,spending,October,none,0,
1945,ATM Withdrawal - PQR Bank ATM,80.0,Cash Withdrawal,2023-10-24,12281,spending,October,none,0,
1946,Home Improvement - Paint and Supplies,110.75,Home Improvement,2023-10-24,12281,spending,October,none,0,
1947,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2023-10-26,12281,spending,October,none,0,
1948,Morrisons,45.0,Groceries,2023-10-27,12281,spending,October,none,0,
1949,Online Retailer - Electronics Purchase,299.99,Online Shopping,2023-10-27,12281,spending,October,none,0,
1950,Medical Lab - Blood Test,65.0,Healthcare,2023-10-27,12281,spending,October,none,0,
1951,Grocery Shopping - Neighborhood Store,44.75,Groceries,2023-10-28,12281,spending,October,none,0,
1952,Transfer to Vacation Fund,350.0,Transfers,2023-10-28,12281,spending,October,none,0,
1953,Transfer from Checking to Savings,150.0,Transfers,2023-10-29,12281,spending,October,none,0,
1954,Grocery Shopping - Supermart,56.75,Groceries,2023-10-31,12281,spending,October,none,0,
1955,Transfer from Checking to Savings,150.0,Transfers,2023-10-31,12281,spending,October,none,0,
1956,Rent Payment - Apt #303,1500.0,Housing,2023-11-01,12281,spending,November,none,0,
1957,Internet Bill Payment - ISP Inc.,85.5,Utilities,2023-11-01,12281,spending,November,none,0,
1958,Paycheck Deposit - Company Name,10867.716838489603,Income,2023-11-01,12281,income,November,none,0,
1959,Electricity Bill Payment - Utility Co.,85.0,Utilities,2023-11-02,12281,spending,November,none,0,
1960,Nike - Sportswear Shopping,200.0,Shopping,2023-11-02,12281,spending,November,none,0,
1961,Fry's Food Stores,60.0,Groceries,2023-11-02,12281,spending,November,none,0,
1962,Lidl,35.0,Groceries,2023-11-03,12281,spending,November,none,0,
1963,Utilities Payment - Water and Sewer,60.75,Utilities,2023-11-03,12281,spending,November,none,0,
1964,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2023-11-03,12281,spending,November,none,0,
1965,ATM Withdrawal - GHI Bank ATM,70.0,Cash Withdrawal,2023-11-04,12281,spending,November,none,0,
1966,Credit Card Payment - Mastercard **** 5678,150.0,Credit Card Payment,2023-11-04,12281,spending,November,none,0,
1967,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2023-11-07,12281,spending,November,none,0,
1968,Morrisons,45.0,Groceries,2023-11-07,12281,spending,November,none,0,
1969,Restaurant - Dinner with Friends,100.0,Dining Out,2023-11-08,12281,spending,November,none,0,
1970,Amazon.com - Online Shopping,120.99,Online Shopping,2023-11-09,12281,spending,November,none,0,
1971,Transfer to Emergency Fund,175.0,Transfers,2023-11-09,12281,spending,November,none,0,
1972,Gas Station - Fuel Purchase,45.6,Transportation,2023-11-09,12281,spending,November,none,0,
1973,Price Chopper,40.0,Groceries,2023-11-09,12281,spending,November,none,0,
1974,Transfer to Vacation Fund,300.0,Transfers,2023-11-10,12281,spending,November,none,0,
1975,Credit Card Payment - Visa **** 1234,50.75,Credit Card Payment,2023-11-10,12281,spending,November,none,0,
1976,Transfer from Savings to Checking,250.0,Transfers,2023-11-10,12281,spending,November,none,0,
1977,Transfer to Investment Account,450.0,Transfers,2023-11-11,12281,spending,November,none,0,
1978,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2023-11-12,12281,spending,November,none,0,
1979,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2023-11-12,12281,spending,November,none,0,
1980,Charitable Donation - Charity Name,30.0,Charity,2023-11-13,12281,spending,November,none,0,
1981,Transfer from Savings to Checking,250.0,Transfers,2023-11-14,12281,spending,November,none,0,
1982,Coffee Shop - Latte and Croissant,6.75,Dining Out,2023-11-15,12281,spending,November,none,0,
1983,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2023-11-17,12281,spending,November,none,0,
1984,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2023-11-17,12281,spending,November,none,0,
1985,Fast Food - Dinner Combo,15.25,Dining Out,2023-11-19,12281,spending,November,none,0,
1986,Dining Out - Restaurant Name,65.75,Dining Out,2023-11-19,12281,spending,November,none,0,
1987,Credit Card Payment - Visa **** 4567,95.75,Credit Card Payment,2023-11-19,12281,spending,November,none,0,
1988,Kmart Super Centers,50.0,Groceries,2023-11-20,12281,spending,November,none,0,
1989,Food Basics,30.0,Groceries,2023-11-20,12281,spending,November,none,0,
1990,Target - Back-to-School Shopping,50.0,Shopping,2023-11-21,12281,spending,November,none,0,
1991,Electronics Store - Gadget Purchase,180.75,Electronics,2023-11-21,12281,spending,November,none,0,
1992,Fuel Purchase - Gas Station,46.4,Transportation,2023-11-22,12281,spending,November,none,0,
1993,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2023-11-23,12281,spending,November,none,0,
1994,Amazon Prime Membership Renewal,12.99,Online Shopping,2023-11-23,12281,spending,November,none,0,
1995,Transfer to Vacation Fund,350.0,Transfers,2023-11-23,12281,spending,November,none,0,
1996,Fuel Purchase - Gas Station,45.6,Transportation,2023-11-24,12281,spending,November,none,0,
1997,Transfer to Emergency Fund,200.0,Transfers,2023-11-24,12281,spending,November,none,0,
1998,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2023-11-24,12281,spending,November,none,0,
1999,Amazon Prime Membership Renewal,12.99,Online Shopping,2023-11-24,12281,spending,November,none,0,
2000,Kroger,40.0,Groceries,2023-11-24,12281,spending,November,none,0,
2001,Online Shopping - Electronics,149.99,Online Shopping,2023-11-24,12281,spending,November,none,0,
2002,Coffee Shop - Cappuccino,5.25,Dining Out,2023-11-24,12281,spending,November,none,0,
2003,Publix Super Markets,55.0,Groceries,2023-11-25,12281,spending,November,none,0,
2004,Chase Credit Card Payment - Visa **** 1234,350.25,Credit Card Payment,2023-11-25,12281,spending,November,none,0,
2005,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2023-11-25,12281,spending,November,none,0,
2006,Coles,55.0,Groceries,2023-11-28,12281,spending,November,none,0,
2007,Amazon Prime Membership Renewal,12.99,Online Shopping,2023-11-28,12281,spending,November,none,0,
2008,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2023-11-28,12281,spending,November,none,0,
2009,Car Loan Payment - Auto Finance Inc.,300.0,Loan Payment,2023-11-28,12281,spending,November,none,0,
2010,Home Improvement - Home Depot,110.45,Home Improvement,2023-11-28,12281,spending,November,none,0,
2011,Acupuncture Therapy - Pain Relief,75.0,Healthcare,2023-11-28,12281,spending,November,none,0,
2012,Credit Card Payment - Mastercard **** 2345,125.5,Credit Card Payment,2023-11-28,12281,spending,November,none,0,
2013,Primark - Budget Homeware,25.0,Shopping,2023-11-30,12281,spending,November,none,0,
2014,Transfer from Checking to Savings,200.0,Transfers,2023-11-30,12281,spending,November,none,0,
2015,Transfer to Vacation Fund,400.0,Transfers,2023-11-30,12281,spending,November,none,0,
2016,Pulmonology Center - Lung Function Test,140.0,Healthcare,2023-11-30,12281,spending,November,none,0,
2017,Rent Payment - Apt #303,1500.0,Housing,2023-12-01,12281,spending,December,none,0,
2018,Internet Bill Payment - ISP Inc.,85.5,Utilities,2023-12-01,12281,spending,December,none,0,
2019,Paycheck Deposit - Company Name,10867.716838489603,Income,2023-12-01,12281,income,December,none,0,
2020,Electricity Bill Payment - Utility Co.,85.0,Utilities,2023-12-02,12281,spending,December,none,0,
2021,Utilities Payment - Water and Sewer,60.75,Utilities,2023-12-03,12281,spending,December,none,0,
2022,Lululemon - Activewear Shopping,180.0,Shopping,2023-12-03,12281,spending,December,none,0,
2023,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2023-12-04,12281,spending,December,none,0,
2024,Fuel Purchase - Gas Station,46.4,Transportation,2023-12-04,12281,spending,December,none,0,
2025,Transfer from Savings to Checking,500.0,Transfers,2023-12-04,12281,spending,December,none,0,
2026,Giant Food,45.0,Groceries,2023-12-04,12281,spending,December,none,0,
2027,Transfer to Savings Account - Rainy Day Fund,300.0,Transfers,2023-12-04,12281,spending,December,none,0,
2028,Trader Joe's,50.0,Groceries,2023-12-05,12281,spending,December,none,0,
2029,Occupational Therapy - Injury Recovery,140.0,Healthcare,2023-12-07,12281,spending,December,none,0,
2030,Coffee Shop - Cappuccino,5.25,Dining Out,2023-12-07,12281,spending,December,none,0,
2031,Foot Locker - Athletic Footwear,50.0,Shopping,2023-12-07,12281,spending,December,none,0,
2032,ATM Withdrawal - STU Bank ATM,100.0,Cash Withdrawal,2023-12-07,12281,spending,December,none,0,
2033,Transfer from Checking to Savings,200.0,Transfers,2023-12-08,12281,spending,December,none,0,
2034,Transfer to Vacation Fund,350.0,Transfers,2023-12-10,12281,spending,December,none,0,
2035,Urban Outfitters - Affordable Fashion,55.0,Shopping,2023-12-10,12281,spending,December,none,0,
2036,Monthly Account Maintenance Fee,7.0,Bank Fees,2023-12-10,12281,spending,December,none,0,
2037,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2023-12-10,12281,spending,December,none,0,
2038,Coffee Shop - Morning Brew,4.75,Dining Out,2023-12-11,12281,spending,December,none,0,
2039,Transfer from Savings to Checking,175.0,Transfers,2023-12-11,12281,spending,December,none,0,
2040,Online Shopping - Apparel,69.99,Online Shopping,2023-12-12,12281,spending,December,none,0,
2041,Coffee Shop - Morning Brew,5.25,Dining Out,2023-12-12,12281,spending,December,none,0,
2042,Online Retailer - Electronics Purchase,299.99,Online Shopping,2023-12-12,12281,spending,December,none,0,
2043,Home Improvement - Hardware Store,85.6,Home Improvement,2023-12-12,12281,spending,December,none,0,
2044,Transfer to Vacation Fund,300.0,Transfers,2023-12-13,12281,spending,December,none,0,
2045,Grocery Shopping - Supermart,56.75,Groceries,2023-12-13,12281,spending,December,none,0,
2046,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2023-12-14,12281,spending,December,none,0,
2047,Amazon Prime Membership Renewal,12.99,Online Shopping,2023-12-15,12281,spending,December,none,0,
2048,Gas Station - Fuel Purchase,40.75,Transportation,2023-12-15,12281,spending,December,none,0,
2049,Whole Foods Market,70.0,Groceries,2023-12-15,12281,spending,December,none,0,
2050,Chase Credit Card Payment - Visa **** 1234,350.25,Credit Card Payment,2023-12-15,12281,spending,December,none,0,
2051,Transfer to Emergency Fund,150.0,Transfers,2023-12-16,12281,spending,December,none,0,
2052,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2023-12-16,12281,spending,December,none,0,
2053,Transfer from Checking to Savings,150.0,Transfers,2023-12-17,12281,spending,December,none,0,
2054,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2023-12-18,12281,spending,December,none,0,
2055,Tesco,55.0,Groceries,2023-12-19,12281,spending,December,none,0,
2056,Credit Card Payment - American Express **** 6789,180.0,Credit Card Payment,2023-12-20,12281,spending,December,none,0,
2057,Restaurant - Dinner with Friends,90.0,Dining Out,2023-12-20,12281,spending,December,none,0,
2058,Home Improvement Store - DIY Supplies,75.4,Home Improvement,2023-12-20,12281,spending,December,none,0,
2059,Dining Out - Restaurant Name,65.75,Dining Out,2023-12-21,12281,spending,December,none,0,
2060,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2023-12-23,12281,spending,December,none,0,
2061,Grocery Shopping - Mega Mart,65.25,Groceries,2023-12-23,12281,spending,December,none,0,
2062,ATM Withdrawal - PQR Bank ATM,80.0,Cash Withdrawal,2023-12-23,12281,spending,December,none,0,
2063,Transfer from Savings to Checking,250.0,Transfers,2023-12-23,12281,spending,December,none,0,
2064,Fry's Food Stores,60.0,Groceries,2023-12-25,12281,spending,December,none,0,
2065,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2023-12-26,12281,spending,December,none,0,
2066,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2023-12-26,12281,spending,December,none,0,
2067,New Balance - Affordable Sportswear,45.0,Shopping,2023-12-26,12281,spending,December,none,0,
2068,Credit Card Payment - Mastercard **** 2345,120.25,Credit Card Payment,2023-12-26,12281,spending,December,none,0,
2069,Acupuncture Therapy - Pain Relief,75.0,Healthcare,2023-12-26,12281,spending,December,none,0,
2070,Online Retailer - Electronics Purchase,199.99,Online Shopping,2023-12-27,12281,spending,December,none,0,
2071,Interest Earned - Savings Account,10.8,Interest,2023-12-27,12281,spending,December,none,0,
2072,Online Retailer - Tech Gadgets,249.99,Online Shopping,2023-12-28,12281,spending,December,none,0,
2073,Fuel Purchase - Gas Station,43.25,Transportation,2023-12-28,12281,spending,December,none,0,
2074,Netflix Subscription - Monthly Charge,12.99,Streaming Services,2023-12-28,12281,spending,December,none,0,
2075,Credit Card Payment - Visa **** 1234,75.25,Credit Card Payment,2023-12-29,12281,spending,December,none,0,
2076,Transfer from Savings to Checking,300.0,Transfers,2023-12-29,12281,spending,December,none,0,
2077,Food Lion,45.0,Groceries,2023-12-29,12281,spending,December,none,0,
2078,Safeway,50.0,Groceries,2023-12-29,12281,spending,December,none,0,
2079,ATM Withdrawal - GHI Bank ATM,60.0,Cash Withdrawal,2023-12-31,12281,spending,December,none,0,
2080,Rent Payment - Apt #303,1500.0,Housing,2024-01-01,12281,spending,January,none,0,
2081,Paycheck Deposit - Company Name,10867.716838489603,Income,2024-01-01,12281,income,January,none,0,
2082,Home Improvement Store - DIY Supplies,75.4,Home Improvement,2024-01-01,12281,spending,January,none,0,
2083,Internet Bill Payment - ISP Inc.,85.5,Utilities,2024-01-01,12281,spending,January,none,0,
2084,Amazon - Online Shopping,180.0,Shopping,2024-01-01,12281,spending,January,none,0,
2085,Savings Account Interest - October,15.6,Interest,2024-01-02,12281,spending,January,none,0,
2086,Electricity Bill Payment - Utility Co.,85.0,Utilities,2024-01-02,12281,spending,January,none,0,
2087,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-01-03,12281,spending,January,none,0,
2088,Whole Foods Market - Grocery Shopping,50.75,Groceries,2024-01-03,12281,spending,January,none,0,
2089,Utilities Payment - Water and Sewer,60.75,Utilities,2024-01-03,12281,spending,January,none,0,
2090,Charitable Donation - Charity Name,30.0,Charity,2024-01-05,12281,spending,January,none,0,
2091,Transfer to Vacation Fund,300.0,Transfers,2024-01-06,12281,spending,January,none,0,
2092,ATM Withdrawal - JKL Bank ATM,100.0,Cash Withdrawal,2024-01-06,12281,spending,January,none,0,
2093,Credit Card Payment - American Express **** 3456,200.0,Credit Card Payment,2024-01-07,12281,spending,January,none,0,
2094,Online Retailer - Electronics Purchase,299.99,Online Shopping,2024-01-07,12281,spending,January,none,0,
2095,Converse Outlet - Discounted Sneakers,40.0,Shopping,2024-01-07,12281,spending,January,none,0,
2096,Transfer to Investment Account,500.0,Transfers,2024-01-07,12281,spending,January,none,0,
2097,Online Retailer - Tech Gadgets,249.99,Online Shopping,2024-01-07,12281,spending,January,none,0,
2098,Transfer to Vacation Fund,400.0,Transfers,2024-01-08,12281,spending,January,none,0,
2099,Grocery Store - Weekly Shopping,90.25,Groceries,2024-01-10,12281,spending,January,none,0,
2100,Fast Food - Dinner Combo,15.25,Dining Out,2024-01-10,12281,spending,January,none,0,
2101,Transfer from Savings to Checking,250.0,Transfers,2024-01-10,12281,spending,January,none,0,
2102,Credit Card Payment - Visa **** 1234,50.75,Credit Card Payment,2024-01-12,12281,spending,January,none,0,
2103,Coffee Shop - Morning Brew,5.25,Dining Out,2024-01-13,12281,spending,January,none,0,
2104,Target - Back-to-School Shopping,50.0,Shopping,2024-01-14,12281,spending,January,none,0,
2105,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2024-01-14,12281,spending,January,none,0,
2106,Smart & Final,35.0,Groceries,2024-01-14,12281,spending,January,none,0,
2107,Transfer to Savings Account - Rainy Day Fund,300.0,Transfers,2024-01-15,12281,spending,January,none,0,
2108,Credit Card Payment - Mastercard **** 5678,150.0,Credit Card Payment,2024-01-15,12281,spending,January,none,0,
2109,Grocery Shopping - Neighborhood Store,44.75,Groceries,2024-01-15,12281,spending,January,none,0,
2110,ATM Withdrawal - STU Bank ATM,100.0,Cash Withdrawal,2024-01-15,12281,spending,January,none,0,
2111,Morrisons,45.0,Groceries,2024-01-15,12281,spending,January,none,0,
2112,Cardiac Rehabilitation - Heart Health Program,190.0,Healthcare,2024-01-15,12281,spending,January,none,0,
2113,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2024-01-15,12281,spending,January,none,0,
2114,Transfer to Emergency Fund,200.0,Transfers,2024-01-16,12281,spending,January,none,0,
2115,Credit Card Payment - American Express **** 6789,180.0,Credit Card Payment,2024-01-16,12281,spending,January,none,0,
2116,Transfer to Emergency Fund,175.0,Transfers,2024-01-16,12281,spending,January,none,0,
2117,Trader Joe's,50.0,Groceries,2024-01-16,12281,spending,January,none,0,
2118,Speech-Language Pathologist - Speech Therapy,110.0,Healthcare,2024-01-16,12281,spending,January,none,0,
2119,Amazon Prime Membership Renewal,12.99,Online Shopping,2024-01-17,12281,spending,January,none,0,
2120,Transfer to Investment Account,500.0,Transfers,2024-01-19,12281,spending,January,none,0,
2121,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2024-01-19,12281,spending,January,none,0,
2122,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-01-19,12281,spending,January,none,0,
2123,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-01-19,12281,spending,January,none,0,
2124,Dining Out - Restaurant Name,65.75,Dining Out,2024-01-19,12281,spending,January,none,0,
2125,Credit Card Payment - Visa **** 4567,95.75,Credit Card Payment,2024-01-19,12281,spending,January,none,0,
2126,Acme Markets,45.0,Groceries,2024-01-20,12281,spending,January,none,0,
2127,Coffee Shop - Morning Espresso,4.5,Dining Out,2024-01-20,12281,spending,January,none,0,
2128,Fuel Purchase - Gas Station,40.75,Transportation,2024-01-24,12281,spending,January,none,0,
2129,Marks & Spencer,55.0,Groceries,2024-01-25,12281,spending,January,none,0,
2130,Coffee Shop - Afternoon Pick-Me-Up,5.75,Dining Out,2024-01-27,12281,spending,January,none,0,
2131,Meijer,50.0,Groceries,2024-01-28,12281,spending,January,none,0,
2132,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-01-28,12281,spending,January,none,0,
2133,Puma - Budget Sportswear,40.0,Shopping,2024-01-28,12281,spending,January,none,0,
2134,Fuel Purchase - Gas Station,45.6,Transportation,2024-01-29,12281,spending,January,none,0,
2135,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2024-01-29,12281,spending,January,none,0,
2136,ATM Withdrawal - GHI Bank ATM,70.0,Cash Withdrawal,2024-01-29,12281,spending,January,none,0,
2137,Online Retailer - Clothing Purchase,70.99,Online Shopping,2024-01-29,12281,spending,January,none,0,
2138,Home Improvement - Home Depot,110.45,Home Improvement,2024-01-30,12281,spending,January,none,0,
2139,Transfer from Checking to Savings,200.0,Transfers,2024-01-31,12281,spending,January,none,0,
2140,ATM Withdrawal - GHI Bank ATM,60.0,Cash Withdrawal,2024-01-31,12281,spending,January,none,0,
2141,Transfer from Savings to Checking,500.0,Transfers,2024-01-31,12281,spending,January,none,0,
2142,Rent Payment - Apt #303,1500.0,Housing,2024-02-01,12281,spending,February,none,0,
2143,Internet Bill Payment - ISP Inc.,85.5,Utilities,2024-02-01,12281,spending,February,none,0,
2144,Paycheck Deposit - Company Name,10867.716838489603,Income,2024-02-01,12281,income,February,none,0,
2145,Credit Card Payment - Mastercard **** 6789,150.5,Credit Card Payment,2024-02-01,12281,spending,February,none,0,
2146,Credit Card Payment - Discover **** 9012,120.5,Credit Card Payment,2024-02-01,12281,spending,February,none,0,
2147,Electricity Bill Payment - Utility Co.,85.0,Utilities,2024-02-02,12281,spending,February,none,0,
2148,Transfer to Investment Account,500.0,Transfers,2024-02-02,12281,spending,February,none,0,
2149,Interest Earned - Savings Account,10.8,Interest,2024-02-02,12281,spending,February,none,0,
2150,Credit Card Payment - Mastercard **** 5678,135.5,Credit Card Payment,2024-02-02,12281,spending,February,none,0,
2151,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2024-02-02,12281,spending,February,none,0,
2152,Utilities Payment - Water and Sewer,60.75,Utilities,2024-02-03,12281,spending,February,none,0,
2153,Shaw's,40.0,Groceries,2024-02-03,12281,spending,February,none,0,
2154,Coffee Shop - Afternoon Pick-Me-Up,5.75,Dining Out,2024-02-03,12281,spending,February,none,0,
2155,Coffee Shop - Latte and Croissant,6.75,Dining Out,2024-02-04,12281,spending,February,none,0,
2156,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-02-06,12281,spending,February,none,0,
2157,Pediatric Urgent Care - Child's Illness Treatment,130.0,Healthcare,2024-02-06,12281,spending,February,none,0,
2158,Woolworths,45.0,Groceries,2024-02-06,12281,spending,February,none,0,
2159,Transfer to Savings Account - Rainy Day Fund,300.0,Transfers,2024-02-07,12281,spending,February,none,0,
2160,General Hospital - Checkup,120.0,Healthcare,2024-02-07,12281,spending,February,none,0,
2161,Online Shopping - Electronics,149.99,Online Shopping,2024-02-08,12281,spending,February,none,0,
2162,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-02-08,12281,spending,February,none,0,
2163,Acme Markets,45.0,Groceries,2024-02-08,12281,spending,February,none,0,
2164,Home Improvement - Hardware Store,85.6,Home Improvement,2024-02-08,12281,spending,February,none,0,
2165,Restaurant - Dinner with Friends,100.0,Dining Out,2024-02-08,12281,spending,February,none,0,
2166,Grocery Shopping - Neighborhood Store,44.75,Groceries,2024-02-11,12281,spending,February,none,0,
2167,Amazon.com - Online Shopping,120.99,Online Shopping,2024-02-11,12281,spending,February,none,0,
2168,Netflix Subscription - Monthly Charge,12.99,Streaming Services,2024-02-11,12281,spending,February,none,0,
2169,Transfer to Investment Account,500.0,Transfers,2024-02-11,12281,spending,February,none,0,
2170,Forever 21 - Fashion Shopping,35.0,Shopping,2024-02-12,12281,spending,February,none,0,
2171,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2024-02-12,12281,spending,February,none,0,
2172,Grocery Store - Fresh Produce,38.45,Groceries,2024-02-12,12281,spending,February,none,0,
2173,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-02-12,12281,spending,February,none,0,
2174,Transfer to Investment Account,400.0,Transfers,2024-02-13,12281,spending,February,none,0,
2175,ATM Withdrawal - PQR Bank ATM,80.0,Cash Withdrawal,2024-02-13,12281,spending,February,none,0,
