,Descriptions,Amount,Category,date,customer_id,type,is_scam_transaction,fraud_type,case_id,transaction_id,month,customer_scammed,bank_to,bank_from,transac_prob,customer_prob,date_DF_created
457,,36.86,Healthcare,2023-10-19,16239,spending,0,none,,,October,0,bank_C,bank_A,0.31,0.65,2024-02-03
458,,86.3,Transportation,2023-10-19,16239,spending,0,none,,,October,0,bank_C,bank_A,0.61,0.65,2024-02-03
459,,87.93,Cash Withdrawal,2023-10-19,19746,spending,0,none,,,October,0,,bank_B,0.14,0.68,2024-02-03
460,,31.76,Cash Withdrawal,2023-10-19,19583,spending,0,none,,,October,0,,bank_B,0.19,0.29,2024-02-03
461,,752.14,Transfers,2023-10-20,13021,spending,0,none,,,October,0,bank_B,bank_B,0.6,0.39,2024-02-03
462,,58.73,Transportation,2023-10-20,13021,spending,0,none,,,October,0,bank_A,bank_B,0.34,0.39,2024-02-03
463,,27.91,Entertainment,2023-10-20,13021,spending,0,none,,,October,0,bank_C,bank_B,0.14,0.39,2024-02-03
464,,158.55,Online Shopping,2023-10-20,13021,spending,0,none,,,October,0,bank_E,bank_B,0.55,0.39,2024-02-03
465,,665.21,Transfers,2023-10-20,19746,spending,0,none,,,October,0,bank_E,bank_B,0.67,0.68,2024-02-03
466,,180.67,Credit Card Payment,2023-10-20,17357,spending,0,none,,,October,0,Intrnl,bank_D,0.65,0.38,2024-02-03
467,,75.81,Cash Withdrawal,2023-10-20,12782,spending,0,none,,,October,1,,bank_D,0.19,0.6,2024-02-03
468,,58.31,Transfers,2023-10-20,12782,spending,0,none,,,October,1,bank_D,bank_D,0.49,0.6,2024-02-03
469,,374.79,Credit Card Payment,2023-10-20,12782,spending,0,none,,,October,1,bank_D,bank_D,0.57,0.6,2024-02-03
470,,73.09,Groceries,2023-10-20,17216,spending,0,none,,,October,0,bank_D,bank_B,0.52,0.55,2024-02-03
471,,121.54,Loan Payment,2023-10-20,17216,spending,0,none,,,October,0,bank_B,bank_B,0.45,0.55,2024-02-03
472,,54.5,Entertainment,2023-10-20,17216,spending,0,none,,,October,0,bank_B,bank_B,0.48,0.55,2024-02-03
473,,11.96,Dining Out,2023-10-20,17216,spending,0,none,,,October,0,bank_C,bank_B,0.38,0.55,2024-02-03
474,,96.08,Groceries,2023-10-20,17216,spending,0,none,,,October,0,bank_E,bank_B,0.52,0.55,2024-02-03
475,,29.2,Cash Withdrawal,2023-10-20,17216,spending,0,none,,,October,0,,bank_B,0.28,0.55,2024-02-03
476,,161.72,Healthcare,2023-10-20,19583,spending,0,none,,,October,0,bank_D,bank_B,0.67,0.29,2024-02-03
477,,59.87,Cash Withdrawal,2023-10-20,16400,spending,0,none,,,October,0,,bank_A,0.24,0.42,2024-02-03
478,,66.75,Home Improvement,2023-10-20,16400,spending,0,none,,,October,0,bank_E,bank_A,0.37,0.42,2024-02-03
479,,117.85,Shopping,2023-10-20,16400,spending,0,none,,,October,0,bank_A,bank_A,0.63,0.42,2024-02-03
480,,22.4,Personal care,2023-10-20,16400,spending,0,none,,,October,0,bank_E,bank_A,0.35,0.42,2024-02-03
481,,204.6,Online Shopping,2023-10-20,17747,spending,0,none,,,October,0,bank_E,bank_C,0.64,0.32,2024-02-03
482,,108.83,Online Shopping,2023-10-20,17747,spending,0,none,,,October,0,bank_C,bank_C,0.54,0.32,2024-02-03
483,,24.58,Cash Withdrawal,2023-10-20,17357,spending,0,none,,,October,0,,bank_D,0.27,0.38,2024-02-03
484,,216.42,Credit Card Payment,2023-10-20,12782,spending,0,none,,,October,1,Intrnl,bank_D,0.6,0.6,2024-02-03
485,,554.26,Credit Card Payment,2023-10-20,17216,spending,0,none,,,October,0,Intrnl,bank_B,0.76,0.55,2024-02-03
486,,41.46,Cash Withdrawal,2023-10-20,16400,spending,0,none,,,October,0,,bank_A,0.14,0.42,2024-02-03
487,,121.01,Groceries,2023-10-20,19583,spending,0,none,,,October,0,bank_B,bank_B,0.45,0.29,2024-02-03
488,,37.93,Entertainment,2023-10-20,19583,spending,0,none,,,October,0,bank_C,bank_B,0.57,0.29,2024-02-03
489,,7.18,Interest,2023-10-20,19583,spending,0,none,,,October,0,bank_A,bank_B,0.38,0.29,2024-02-03
490,Binary Options Investment - Instant Profits,30.5,Investment,2023-10-20,12782,spending,1,Investment,6741934.0,1950427.0,October,1,bank_D,bank_D,0.49,0.6,2024-02-03
491,,16.59,Transportation,2023-10-20,19583,spending,0,none,,,October,0,bank_B,bank_B,0.26,0.29,2024-02-03
492,,22.08,Dining Out,2023-10-21,12782,spending,0,none,,,October,1,bank_B,bank_D,0.39,0.6,2024-02-03
493,,157.13,Shopping,2023-10-21,12782,spending,0,none,,,October,1,bank_C,bank_D,0.53,0.6,2024-02-03
494,,92.02,Cash Withdrawal,2023-10-21,12782,spending,0,none,,,October,1,,bank_D,0.21,0.6,2024-02-03
495,,91.62,Credit Card Payment,2023-10-21,16239,spending,0,none,,,October,0,bank_D,bank_A,0.63,0.65,2024-02-03
496,,8.23,Bank Fees,2023-10-21,17357,spending,0,none,,,October,0,bank_D,bank_D,0.18,0.38,2024-02-03
497,,66.79,Cash Withdrawal,2023-10-21,17216,spending,0,none,,,October,0,,bank_B,0.12,0.55,2024-02-03
498,,8.23,Interest,2023-10-21,19583,spending,0,none,,,October,0,bank_D,bank_B,0.19,0.29,2024-02-03
499,,1053.88,Transfers,2023-10-21,19583,spending,0,none,,,October,0,bank_D,bank_B,0.77,0.29,2024-02-03
500,,20.04,Dining Out,2023-10-22,13021,spending,0,none,,,October,0,bank_E,bank_B,0.22,0.39,2024-02-03
501,,21.41,Dining Out,2023-10-22,16400,spending,0,none,,,October,0,bank_D,bank_A,0.18,0.42,2024-02-03
502,,154.78,Credit Card Payment,2023-10-22,16400,spending,0,none,,,October,0,bank_E,bank_A,0.62,0.42,2024-02-03
503,,985.02,Transfers,2023-10-22,17747,spending,0,none,,,October,0,bank_A,bank_C,0.54,0.32,2024-02-03
504,,66.9,Cash Withdrawal,2023-10-22,16898,spending,0,none,,,October,0,,bank_E,0.3,0.4,2024-02-03
505,eBay securitng item payment,24.59,Shopping,2023-10-22,12782,spending,1,AdvanceFee,8968137.0,8284304.0,October,1,bank_C,bank_D,0.15,0.6,2024-02-03
506,,39.13,Cash Withdrawal,2023-10-22,17747,spending,0,none,,,October,0,,bank_C,0.19,0.32,2024-02-03
507,,221.05,Investment,2023-10-22,16898,spending,0,none,,,October,0,bank_E,bank_E,0.64,0.4,2024-02-03
508,,39.28,Transportation,2023-10-22,17747,spending,0,none,,,October,0,bank_D,bank_C,0.48,0.32,2024-02-03
509,,179.51,Credit Card Payment,2023-10-22,17216,spending,0,none,,,October,0,bank_B,bank_B,0.71,0.55,2024-02-03
510,,395.99,Transfers,2023-10-22,16400,spending,0,none,,,October,0,bank_B,bank_A,0.78,0.42,2024-02-03
511,,144.57,Online Shopping,2023-10-22,19746,spending,0,none,,,October,0,bank_A,bank_B,0.64,0.68,2024-02-03
512,InvestToday initial amount,22.8,Utilities,2023-10-22,12782,spending,1,AdvanceFee,8502809.0,2895184.0,October,1,bank_A,bank_D,0.15,0.6,2024-02-03
513,,23.67,Healthcare,2023-10-22,17747,spending,0,none,,,October,0,bank_C,bank_C,0.2,0.32,2024-02-03
514,,35.94,Groceries,2023-10-22,12782,spending,0,none,,,October,1,bank_D,bank_D,0.31,0.6,2024-02-03
515,,753.29,Transfers,2023-10-22,12782,spending,0,none,,,October,1,bank_B,bank_D,0.54,0.6,2024-02-03
516,,57.09,Entertainment,2023-10-22,12782,spending,0,none,,,October,1,bank_E,bank_D,0.39,0.6,2024-02-03
517,,100.48,Healthcare,2023-10-22,19583,spending,0,none,,,October,0,bank_B,bank_B,0.41,0.29,2024-02-03
518,,74.67,Cash Withdrawal,2023-10-22,19583,spending,0,none,,,October,0,,bank_B,0.23,0.29,2024-02-03
519,,12.87,Transportation,2023-10-22,12782,spending,0,none,,,October,1,bank_B,bank_D,0.14,0.6,2024-02-03
520,,70.86,Healthcare,2023-10-22,17357,spending,0,none,,,October,0,bank_C,bank_D,0.5,0.38,2024-02-03
521,,32.01,Groceries,2023-10-22,16400,spending,0,none,,,October,0,bank_A,bank_A,0.13,0.42,2024-02-03
522,,47.35,Groceries,2023-10-22,12782,spending,0,none,,,October,1,bank_B,bank_D,0.45,0.6,2024-02-03
523,,20.34,Groceries,2023-10-23,17747,spending,0,none,,,October,0,bank_D,bank_C,0.28,0.32,2024-02-03
524,,28.66,Groceries,2023-10-23,19746,spending,0,none,,,October,0,bank_A,bank_B,0.39,0.68,2024-02-03
525,,12.32,Cash Withdrawal,2023-10-23,17747,spending,0,none,,,October,0,,bank_C,0.26,0.32,2024-02-03
526,,42.32,Entertainment,2023-10-23,17216,spending,0,none,,,October,0,bank_E,bank_B,0.37,0.55,2024-02-03
527,,1048.74,Shopping,2023-10-23,17216,spending,0,none,,,October,0,bank_C,bank_B,0.62,0.55,2024-02-03
528,,545.25,Electronics,2023-10-23,17357,spending,0,none,,,October,0,bank_B,bank_D,0.54,0.38,2024-02-03
529,,57.33,Transportation,2023-10-23,17357,spending,0,none,,,October,0,bank_B,bank_D,0.5,0.38,2024-02-03
530,,30.27,Cash Withdrawal,2023-10-23,12782,spending,0,none,,,October,1,,bank_D,0.14,0.6,2024-02-03
531,,3.49,Interest,2023-10-23,12782,spending,0,none,,,October,1,bank_C,bank_D,0.17,0.6,2024-02-03
532,,779.94,Transfers,2023-10-23,16898,spending,0,none,,,October,0,bank_E,bank_E,0.59,0.4,2024-02-03
533,,24.14,Personal care,2023-10-23,16898,spending,0,none,,,October,0,bank_C,bank_E,0.26,0.4,2024-02-03
534,,140.03,Transfers,2023-10-23,19583,spending,0,none,,,October,0,bank_E,bank_B,0.53,0.29,2024-02-03
535,,35.73,Dining Out,2023-10-23,19583,spending,0,none,,,October,0,bank_A,bank_B,0.46,0.29,2024-02-03
536,,86.71,Groceries,2023-10-24,16898,spending,0,none,,,October,0,bank_D,bank_E,0.48,0.4,2024-02-03
537,,101.81,Transfers,2023-10-24,16400,spending,0,none,,,October,0,bank_A,bank_A,0.61,0.42,2024-02-03
538,,244.17,Credit Card Payment,2023-10-24,19746,spending,0,none,,,October,0,bank_D,bank_B,0.75,0.68,2024-02-03
539,,23.91,Cash Withdrawal,2023-10-24,16400,spending,0,none,,,October,0,,bank_A,0.3,0.42,2024-02-03
540,,25.79,Transportation,2023-10-24,17357,spending,0,none,,,October,0,bank_A,bank_D,0.58,0.38,2024-02-03
541,,7.5,Interest,2023-10-24,17357,spending,0,none,,,October,0,bank_E,bank_D,0.25,0.38,2024-02-03
542,,25.56,Groceries,2023-10-24,17747,spending,0,none,,,October,0,bank_B,bank_C,0.23,0.32,2024-02-03
543,,45.57,Groceries,2023-10-24,16400,spending,0,none,,,October,0,bank_B,bank_A,0.32,0.42,2024-02-03
544,,137.51,Shopping,2023-10-24,17357,spending,0,none,,,October,0,bank_E,bank_D,0.58,0.38,2024-02-03
545,,165.18,Credit Card Payment,2023-10-24,16898,spending,0,none,,,October,0,bank_D,bank_E,0.69,0.4,2024-02-03
546,,26.36,Groceries,2023-10-24,19746,spending,0,none,,,October,0,bank_A,bank_B,0.5,0.68,2024-02-03
547,,26.87,Entertainment,2023-10-24,19583,spending,0,none,,,October,0,bank_E,bank_B,0.29,0.29,2024-02-03
548,,10.09,Groceries,2023-10-24,19583,spending,0,none,,,October,0,bank_E,bank_B,0.2,0.29,2024-02-03
549,,4.56,Dining Out,2023-10-24,19583,spending,0,none,,,October,0,bank_D,bank_B,0.14,0.29,2024-02-03
550,,4.84,Interest,2023-10-24,19746,spending,0,none,,,October,0,bank_B,bank_B,0.39,0.68,2024-02-03
551,,424.01,Holiday,2023-10-24,17216,spending,0,none,,,October,0,bank_C,bank_B,0.53,0.55,2024-02-03
552,,15.4,Transportation,2023-10-24,17216,spending,0,none,,,October,0,bank_B,bank_B,0.26,0.55,2024-02-03
553,,588.37,Transfers,2023-10-24,17216,spending,0,none,,,October,0,bank_E,bank_B,0.68,0.55,2024-02-03
554,,726.77,Shopping,2023-10-24,16239,spending,0,none,,,October,0,bank_A,bank_A,0.63,0.65,2024-02-03
555,,97.6,Transportation,2023-10-24,19746,spending,0,none,,,October,0,bank_C,bank_B,0.47,0.68,2024-02-03
556,,11.68,Charity,2023-10-25,19746,spending,0,none,,,October,0,bank_B,bank_B,0.26,0.68,2024-02-03
557,,71.57,Groceries,2023-10-25,19746,spending,0,none,,,October,0,bank_D,bank_B,0.69,0.68,2024-02-03
558,,115.46,Groceries,2023-10-25,13021,spending,0,none,,,October,0,bank_B,bank_B,0.66,0.39,2024-02-03
559,,137.51,Online Shopping,2023-10-25,13021,spending,0,none,,,October,0,bank_D,bank_B,0.69,0.39,2024-02-03
560,,201.24,Online Shopping,2023-10-25,12782,spending,0,none,,,October,1,bank_A,bank_D,0.73,0.6,2024-02-03
561,,174.49,Investment,2023-10-25,12782,spending,0,none,,,October,1,bank_E,bank_D,0.66,0.6,2024-02-03
562,,216.63,Shopping,2023-10-25,16400,spending,0,none,,,October,0,bank_E,bank_A,0.78,0.42,2024-02-03
563,,98.42,Cash Withdrawal,2023-10-25,16239,spending,0,none,,,October,0,,bank_A,0.11,0.65,2024-02-03
564,,19.25,Entertainment,2023-10-25,19746,spending,0,none,,,October,0,bank_D,bank_B,0.23,0.68,2024-02-03
565,,241.71,Transfers,2023-10-25,16239,spending,0,none,,,October,0,bank_D,bank_A,0.64,0.65,2024-02-03
566,,528.48,Transfers,2023-10-25,17747,spending,0,none,,,October,0,bank_E,bank_C,0.68,0.32,2024-02-03
567,,33.16,Entertainment,2023-10-25,16239,spending,0,none,,,October,0,bank_A,bank_A,0.35,0.65,2024-02-03
568,,18.63,Personal care,2023-10-25,16239,spending,0,none,,,October,0,bank_A,bank_A,0.16,0.65,2024-02-03
569,,74.88,Transportation,2023-10-25,13021,spending,0,none,,,October,0,bank_C,bank_B,0.57,0.39,2024-02-03
570,,92.94,Groceries,2023-10-25,19746,spending,0,none,,,October,0,bank_B,bank_B,0.55,0.68,2024-02-03
571,,26.8,Dining Out,2023-10-25,13021,spending,0,none,,,October,0,bank_E,bank_B,0.2,0.39,2024-02-03
572,,39.15,Entertainment,2023-10-25,13021,spending,0,none,,,October,0,bank_A,bank_B,0.31,0.39,2024-02-03
573,,199.08,Home Improvement,2023-10-25,19746,spending,0,none,,,October,0,bank_A,bank_B,0.73,0.68,2024-02-03
574,,77.8,Transportation,2023-10-25,16239,spending,0,none,,,October,0,bank_E,bank_A,0.43,0.65,2024-02-03
575,,163.31,Credit Card Payment,2023-10-25,19746,spending,0,none,,,October,0,bank_D,bank_B,0.47,0.68,2024-02-03
576,,343.77,Home Improvement,2023-10-25,16400,spending,0,none,,,October,0,bank_C,bank_A,0.56,0.42,2024-02-03
577,,34.12,Groceries,2023-10-25,16400,spending,0,none,,,October,0,bank_E,bank_A,0.53,0.42,2024-02-03
578,,38.09,Transfers,2023-10-25,16898,spending,0,none,,,October,0,bank_B,bank_E,0.33,0.4,2024-02-03
579,,30.31,Cash Withdrawal,2023-10-25,16898,spending,0,none,,,October,0,,bank_E,0.15,0.4,2024-02-03
580,,604.02,Transfers,2023-10-25,17216,spending,0,none,,,October,0,bank_E,bank_B,0.58,0.55,2024-02-03
581,,289.04,Credit Card Payment,2023-10-25,17216,spending,0,none,,,October,0,bank_B,bank_B,0.53,0.55,2024-02-03
582,,29.79,Entertainment,2023-10-25,16898,spending,0,none,,,October,0,bank_D,bank_E,0.52,0.4,2024-02-03
583,,74.68,Cash Withdrawal,2023-10-26,17747,spending,0,none,,,October,0,,bank_C,0.23,0.32,2024-02-03
584,,474.14,Transfers,2023-10-26,13021,spending,0,none,,,October,0,bank_B,bank_B,0.64,0.39,2024-02-03
585,,80.75,Groceries,2023-10-26,17216,spending,0,none,,,October,0,bank_D,bank_B,0.58,0.55,2024-02-03
586,,20.32,Cash Withdrawal,2023-10-26,17216,spending,0,none,,,October,0,,bank_B,0.15,0.55,2024-02-03
587,,25.27,Personal care,2023-10-26,16898,spending,0,none,,,October,0,bank_A,bank_E,0.28,0.4,2024-02-03
588,,121.34,Online Shopping,2023-10-26,16898,spending,0,none,,,October,0,bank_D,bank_E,0.63,0.4,2024-02-03
589,,95.9,Transportation,2023-10-26,16898,spending,0,none,,,October,0,bank_A,bank_E,0.43,0.4,2024-02-03
590,,527.57,Transfers,2023-10-26,17747,spending,0,none,,,October,0,bank_A,bank_C,0.67,0.32,2024-02-03
591,,616.47,Home Improvement,2023-10-26,16898,spending,0,none,,,October,0,bank_D,bank_E,0.54,0.4,2024-02-03
592,,114.66,Online Shopping,2023-10-26,16400,spending,0,none,,,October,0,Intrnl,bank_A,0.48,0.42,2024-02-03
593,,70.11,Groceries,2023-10-26,12782,spending,0,none,,,October,1,bank_C,bank_D,0.69,0.6,2024-02-03
594,,26.28,Personal care,2023-10-26,19746,spending,0,none,,,October,0,bank_A,bank_B,0.36,0.68,2024-02-03
595,,30.62,Personal care,2023-10-26,19746,spending,0,none,,,October,0,bank_A,bank_B,0.51,0.68,2024-02-03
596,,64.3,Cash Withdrawal,2023-10-26,19746,spending,0,none,,,October,0,,bank_B,0.18,0.68,2024-02-03
597,,428.36,Transfers,2023-10-26,19746,spending,0,none,,,October,0,bank_A,bank_B,0.74,0.68,2024-02-03
598,,96.32,Online Shopping,2023-10-26,16400,spending,0,none,,,October,0,bank_C,bank_A,0.63,0.42,2024-02-03
599,,489.39,Credit Card Payment,2023-10-26,12782,spending,0,none,,,October,1,bank_D,bank_D,0.7,0.6,2024-02-03
600,,260.3,Transfers,2023-10-27,19583,spending,0,none,,,October,0,bank_B,bank_B,0.53,0.29,2024-02-03
601,,198.6,Credit Card Payment,2023-10-27,17216,spending,0,none,,,October,0,bank_B,bank_B,0.77,0.55,2024-02-03
602,,54.5,Groceries,2023-10-27,17216,spending,0,none,,,October,0,bank_E,bank_B,0.32,0.55,2024-02-03
603,,22.33,Cash Withdrawal,2023-10-27,19746,spending,0,none,,,October,0,,bank_B,0.26,0.68,2024-02-03
604,,14.99,Dining Out,2023-10-27,19746,spending,0,none,,,October,0,bank_D,bank_B,0.24,0.68,2024-02-03
605,,185.04,Healthcare,2023-10-27,12782,spending,0,none,,,October,1,bank_C,bank_D,0.65,0.6,2024-02-03
606,,983.04,Shopping,2023-10-27,12782,spending,0,none,,,October,1,bank_B,bank_D,0.6,0.6,2024-02-03
607,,55.29,Groceries,2023-10-27,12782,spending,0,none,,,October,1,bank_A,bank_D,0.57,0.6,2024-02-03
608,,37.74,Transportation,2023-10-27,12782,spending,0,none,,,October,1,bank_A,bank_D,0.45,0.6,2024-02-03
609,,37.93,Entertainment,2023-10-27,19583,spending,0,none,,,October,0,bank_D,bank_B,0.33,0.29,2024-02-03
610,,74.02,Cash Withdrawal,2023-10-27,17216,spending,0,none,,,October,0,,bank_B,0.24,0.55,2024-02-03
611,,73.92,Online Shopping,2023-10-27,19583,spending,0,none,,,October,0,bank_C,bank_B,0.59,0.29,2024-02-03
612,,55.43,Transportation,2023-10-27,17216,spending,0,none,,,October,0,bank_C,bank_B,0.47,0.55,2024-02-03
613,,166.49,Credit Card Payment,2023-10-27,13021,spending,0,none,,,October,0,bank_D,bank_B,0.58,0.39,2024-02-03
614,,186.21,Healthcare,2023-10-27,16400,spending,0,none,,,October,0,bank_E,bank_A,0.54,0.42,2024-02-03
615,,88.8,Transfers,2023-10-28,12782,spending,0,none,,,October,1,bank_C,bank_D,0.62,0.6,2024-02-03
616,,199.45,Home Improvement,2023-10-28,17747,spending,0,none,,,October,0,bank_E,bank_C,0.41,0.32,2024-02-03
617,,51.93,Cash Withdrawal,2023-10-28,17747,spending,0,none,,,October,0,,bank_C,0.16,0.32,2024-02-03
618,,27.05,Charity,2023-10-28,16898,spending,0,none,,,October,0,bank_E,bank_E,0.38,0.4,2024-02-03
619,,33.17,Transfers,2023-10-28,17357,spending,0,none,,,October,0,bank_E,bank_D,0.5,0.38,2024-02-03
620,,485.11,Transfers,2023-10-28,17357,spending,0,none,,,October,0,bank_A,bank_D,0.67,0.38,2024-02-03
621,,160.8,Online Shopping,2023-10-28,17357,spending,0,none,,,October,0,bank_C,bank_D,0.47,0.38,2024-02-03
622,,5.78,Interest,2023-10-28,17357,spending,0,none,,,October,0,bank_B,bank_D,0.37,0.38,2024-02-03
623,,139.51,Shopping,2023-10-28,12782,spending,0,none,,,October,1,bank_C,bank_D,0.58,0.6,2024-02-03
624,,51.5,Groceries,2023-10-28,17216,spending,0,none,,,October,0,bank_D,bank_B,0.48,0.55,2024-02-03
625,,913.5,Shopping,2023-10-28,16898,spending,0,none,,,October,0,bank_E,bank_E,0.52,0.4,2024-02-03
626,,119.04,Cash Withdrawal,2023-10-29,19583,spending,0,none,,,October,0,,bank_B,0.2,0.29,2024-02-03
627,,26.38,Cash Withdrawal,2023-10-29,17216,spending,0,none,,,October,0,,bank_B,0.25,0.55,2024-02-03
628,,7.14,Cash Withdrawal,2023-10-29,16898,spending,0,none,,,October,0,,bank_E,0.19,0.4,2024-02-03
629,,14.25,Cash Withdrawal,2023-10-29,16898,spending,0,none,,,October,0,,bank_E,0.14,0.4,2024-02-03
630,,30.48,Entertainment,2023-10-29,16898,spending,0,none,,,October,0,bank_A,bank_E,0.36,0.4,2024-02-03
631,,211.92,Electronics,2023-10-29,19583,spending,0,none,,,October,0,Intrnl,bank_B,0.55,0.29,2024-02-03
632,,36.78,Groceries,2023-10-29,13021,spending,0,none,,,October,0,bank_D,bank_B,0.39,0.39,2024-02-03
633,,4.34,Interest,2023-10-29,19746,spending,0,none,,,October,0,bank_C,bank_B,0.32,0.68,2024-02-03
634,,786.09,Transfers,2023-10-29,19746,spending,0,none,,,October,0,bank_B,bank_B,0.56,0.68,2024-02-03
635,,43.96,Groceries,2023-10-29,16400,spending,0,none,,,October,0,bank_E,bank_A,0.44,0.42,2024-02-03
636,,122.58,Credit Card Payment,2023-10-29,16239,spending,0,none,,,October,0,bank_C,bank_A,0.46,0.65,2024-02-03
637,,99.31,Online Shopping,2023-10-29,16239,spending,0,none,,,October,0,bank_B,bank_A,0.69,0.65,2024-02-03
638,,258.42,Transfers,2023-10-29,16400,spending,0,none,,,October,0,bank_E,bank_A,0.75,0.42,2024-02-03
639,,322.02,Credit Card Payment,2023-10-29,19746,spending,0,none,,,October,0,bank_E,bank_B,0.76,0.68,2024-02-03
640,,18.64,Groceries,2023-10-29,19746,spending,0,none,,,October,0,bank_C,bank_B,0.35,0.68,2024-02-03
641,,34.9,Personal care,2023-10-29,16400,spending,0,none,,,October,0,bank_C,bank_A,0.51,0.42,2024-02-03
642,,329.7,Transfers,2023-10-29,17216,spending,0,none,,,October,0,bank_A,bank_B,0.61,0.55,2024-02-03
643,,251.99,Transfers,2023-10-29,16400,spending,0,none,,,October,0,bank_A,bank_A,0.72,0.42,2024-02-03
644,,10.38,Dining Out,2023-10-29,16400,spending,0,none,,,October,0,bank_C,bank_A,0.11,0.42,2024-02-03
645,,82.0,Online Shopping,2023-10-29,19583,spending,0,none,,,October,0,bank_E,bank_B,0.61,0.29,2024-02-03
646,,898.41,Transfers,2023-10-29,19583,spending,0,none,,,October,0,bank_E,bank_B,0.74,0.29,2024-02-03
647,,11.8,Bank Fees,2023-10-29,16239,spending,0,none,,,October,0,bank_B,bank_A,0.1,0.65,2024-02-03
648,,48.1,Groceries,2023-10-29,13021,spending,0,none,,,October,0,bank_A,bank_B,0.47,0.39,2024-02-03
649,,70.04,Entertainment,2023-10-29,16898,spending,0,none,,,October,0,bank_B,bank_E,0.56,0.4,2024-02-03
650,,485.02,Transfers,2023-10-29,13021,spending,0,none,,,October,0,bank_D,bank_B,0.69,0.39,2024-02-03
651,,59.27,Transfers,2023-10-29,17357,spending,0,none,,,October,0,bank_C,bank_D,0.34,0.38,2024-02-03
652,,757.63,Transfers,2023-10-29,17357,spending,0,none,,,October,0,bank_D,bank_D,0.58,0.38,2024-02-03
653,,642.42,Transfers,2023-10-29,17357,spending,0,none,,,October,0,bank_D,bank_D,0.78,0.38,2024-02-03
654,,4.96,Interest,2023-10-29,13021,spending,0,none,,,October,0,bank_E,bank_B,0.31,0.39,2024-02-03
655,,15.42,Dining Out,2023-10-29,13021,spending,0,none,,,October,0,bank_E,bank_B,0.3,0.39,2024-02-03
656,,155.42,Transfers,2023-10-30,19746,spending,0,none,,,October,0,bank_E,bank_B,0.5,0.68,2024-02-03
657,,64.6,Healthcare,2023-10-30,13021,spending,0,none,,,October,0,bank_D,bank_B,0.46,0.39,2024-02-03
658,,27.02,Cash Withdrawal,2023-10-30,13021,spending,0,none,,,October,0,,bank_B,0.12,0.39,2024-02-03
659,,317.37,Online Shopping,2023-10-30,19746,spending,0,none,,,October,0,bank_D,bank_B,0.62,0.68,2024-02-03
660,,64.34,Groceries,2023-10-30,17747,spending,0,none,,,October,0,bank_A,bank_C,0.54,0.32,2024-02-03
661,,39.99,Groceries,2023-10-30,19583,spending,0,none,,,October,0,bank_D,bank_B,0.54,0.29,2024-02-03
662,,457.9,Credit Card Payment,2023-10-30,19746,spending,0,none,,,October,0,bank_A,bank_B,0.8,0.68,2024-02-03
663,,417.44,Transfers,2023-10-30,19746,spending,0,none,,,October,0,bank_D,bank_B,0.76,0.68,2024-02-03
664,,86.84,Healthcare,2023-10-30,13021,spending,0,none,,,October,0,bank_B,bank_B,0.63,0.39,2024-02-03
665,,991.71,Transfers,2023-10-30,19583,spending,0,none,,,October,0,bank_D,bank_B,0.54,0.29,2024-02-03
666,,110.14,Credit Card Payment,2023-10-30,13021,spending,0,none,,,October,0,bank_B,bank_B,0.55,0.39,2024-02-03
667,,5.46,Cash Withdrawal,2023-10-30,16898,spending,0,none,,,October,0,,bank_E,0.19,0.4,2024-02-03
668,,173.92,Online Shopping,2023-10-30,19746,spending,0,none,,,October,0,bank_E,bank_B,0.49,0.68,2024-02-03
669,,185.62,Credit Card Payment,2023-10-30,16898,spending,0,none,,,October,0,bank_C,bank_E,0.68,0.4,2024-02-03
670,,146.8,Online Shopping,2023-10-30,16239,spending,0,none,,,October,0,bank_B,bank_A,0.79,0.65,2024-02-03
671,,560.95,Transfers,2023-10-30,16239,spending,0,none,,,October,0,bank_E,bank_A,0.73,0.65,2024-02-03
672,,73.8,Groceries,2023-10-30,16239,spending,0,none,,,October,0,bank_A,bank_A,0.56,0.65,2024-02-03
673,,27.12,Groceries,2023-10-30,17747,spending,0,none,,,October,0,bank_A,bank_C,0.42,0.32,2024-02-03
674,,36.73,Transportation,2023-10-30,17747,spending,0,none,,,October,0,bank_A,bank_C,0.36,0.32,2024-02-03
675,,1810.95,Shopping,2023-10-30,17747,spending,0,none,,,October,0,bank_D,bank_C,0.8,0.32,2024-02-03
676,,1098.04,Shopping,2023-10-30,17747,spending,0,none,,,October,0,bank_A,bank_C,0.78,0.32,2024-02-03
677,,43.49,Groceries,2023-10-30,17747,spending,0,none,,,October,0,bank_B,bank_C,0.32,0.32,2024-02-03
678,,4.2,Dining Out,2023-10-30,16898,spending,0,none,,,October,0,bank_C,bank_E,0.14,0.4,2024-02-03
679,,62.72,Cash Withdrawal,2023-10-30,16239,spending,0,none,,,October,0,,bank_A,0.11,0.65,2024-02-03
680,,17.01,Transportation,2023-10-30,16400,spending,0,none,,,October,0,bank_A,bank_A,0.1,0.42,2024-02-03
681,,46.91,Entertainment,2023-10-30,16400,spending,0,none,,,October,0,bank_D,bank_A,0.4,0.42,2024-02-03
682,,31.76,Entertainment,2023-10-30,16400,spending,0,none,,,October,0,bank_B,bank_A,0.31,0.42,2024-02-03
683,,35.56,Groceries,2023-10-30,16898,spending,0,none,,,October,0,bank_C,bank_E,0.32,0.4,2024-02-03
