"",transaction_description,category,Subcategory,Amount,origin,date,customer_id,type
12341,Transfer to Vacation Fund,Transfers,Transfers,148.48833715017568,non-fraud,2024-02-19T00:00:00.000000000,127,spending
7737,Transfer from Current to Savings,Transfers,Transfers,139.90696782054738,non-fraud,2024-02-23T00:00:00.000000000,127,spending
15943,Transfer from Savings to Current - Emergency Fund,Transfers,Transfers,204.1965122213617,non-fraud,2024-02-24T00:00:00.000000000,127,spending
15492,Transfer to Investment Account,Transfers,Transfers,175.13714307319384,non-fraud,2024-02-22T00:00:00.000000000,127,spending
12982,Fred. Olsen Cruise Lines,Holiday,Holiday,113.54695798073787,non-fraud,2024-02-10T00:00:00.000000000,127,spending
3979,Cottages.com,Holiday,Holiday,105.42530486519678,non-fraud,2024-02-14T00:00:00.000000000,127,spending
1323,Barclays MTGES,Housing,Housing,289.04951650615493,non-fraud,2024-02-02T00:00:00.000000000,127,spending
18642,Dunelm,Home Improvement,Home Improvement,77.69793397835859,non-fraud,2024-02-23T00:00:00.000000000,127,spending
19178,Laura Ashley,Home Improvement,Home Improvement,142.50023877180868,non-fraud,2024-02-22T00:00:00.000000000,127,spending
1798,Waterstones ,Personal care,Personal care,3.6924642067391074,non-fraud,2024-02-15T00:00:00.000000000,127,spending
1856,Manning Books ,Personal care,Personal care,10.800384132241682,non-fraud,2024-02-12T00:00:00.000000000,127,spending
3239,Waterstones ,Personal care,Personal care,10.149119495618105,non-fraud,2024-02-17T00:00:00.000000000,127,spending
4944,Manning Books ,Personal care,Personal care,7.552901645548549,non-fraud,2024-02-15T00:00:00.000000000,127,spending
134,Waterstones ,Personal care,Personal care,4.3643571350204455,non-fraud,2024-02-26T00:00:00.000000000,127,spending
4035,Online Shopping - Electronics,Online Shopping,Online Shopping,42.420608344780085,non-fraud,2024-02-17T00:00:00.000000000,127,spending
3565,Car Loan Payment - Auto Finance Inc.,Loan Payment,Loan Payment,70.38373113627841,non-fraud,2024-02-17T00:00:00.000000000,127,spending
16369,WWF-UK (World Wide Fund for Nature),Charity,Charity,8.66682939506761,non-fraud,2024-02-21T00:00:00.000000000,127,spending
12868,Help for Heroes,Charity,Charity,1.5176528862495136,non-fraud,2024-02-27T00:00:00.000000000,127,spending
2022,NOW TV,Utilities,TV,9.041085543715548,non-fraud,2024-02-02T00:00:00.000000000,127,spending
1796,All 4 (Channel 4),Utilities,TV,9.36524441262321,non-fraud,2024-02-02T00:00:00.000000000,127,spending
4458,Virgin Mobile ,Utilities,Mobile,7.570583038398059,non-fraud,2024-02-02T00:00:00.000000000,127,spending
2020,Netflix,Utilities,TV,10.266995447948165,non-fraud,2024-02-02T00:00:00.000000000,127,spending
7362,npower,Utilities,Bills,32.06225903377613,non-fraud,2024-02-02T00:00:00.000000000,127,spending
23210,Forever 21 - Fashion Shopping,Shopping,Shopping,44.445127826048854,non-fraud,2024-02-02T00:00:00.000000000,127,spending
651,Kohl's - Department Store Purchase,Shopping,Shopping,15.556678808759575,non-fraud,2024-02-20T00:00:00.000000000,127,spending
2180,John Lewis & Partners,Electronics,Electronics,48.87726363365909,non-fraud,2024-02-18T00:00:00.000000000,127,spending
5490,Lavazza Coffee,Dining Out,cafes,1.6767854218950937,non-fraud,2024-02-15T00:00:00.000000000,127,spending
16717,Peruvian Cevicheria,Dining Out,restaurants,7.202220687366624,non-fraud,2024-02-23T00:00:00.000000000,127,spending
14993,Medica,Healthcare,Healthcare,0.7023695108460977,non-fraud,2024-02-15T00:00:00.000000000,128,spending
11828,Omnes,Healthcare,Healthcare,10.166405970888963,non-fraud,2024-02-25T00:00:00.000000000,128,spending
9846,Grocery Shopping - Mega Mart,Groceries,Groceries,2.364045621969214,non-fraud,2024-02-06T00:00:00.000000000,128,spending
39186,Grocery Shopping - Fresh Grocers,Groceries,Groceries,14.042902232827089,non-fraud,2024-02-20T00:00:00.000000000,128,spending
5949,Grocery Shopping - Supermart,Groceries,Groceries,2.642300635850735,non-fraud,2024-02-10T00:00:00.000000000,128,spending
1605,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,2.95421553044373,non-fraud,2024-02-11T00:00:00.000000000,128,spending
7785,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,13.497612165301206,non-fraud,2024-02-17T00:00:00.000000000,128,spending
4464,ATM Withdrawal - DEF Bank ATM,Cash Withdrawal,Cash Withdrawal,4.583353756879088,non-fraud,2024-02-25T00:00:00.000000000,128,spending
564,Invest Engine,Investment,Investment,34.23995265573541,non-fraud,2024-02-04T00:00:00.000000000,128,spending
2067,Revolut stocks,Investment,Investment,11.68334459495274,non-fraud,2024-02-07T00:00:00.000000000,128,spending
5249,Monthly Service Fee - Account Maintenance,Bank Fees,Bank Fees,0.9189147434232491,non-fraud,2024-02-23T00:00:00.000000000,128,spending
2620,Monthly Service Fee - Current Account Maintenance,Bank Fees,Bank Fees,0.4476764134626086,non-fraud,2024-02-22T00:00:00.000000000,128,spending
1369,Interest Earned - Savings Account,Interest,Interest,1.709921940142896,non-fraud,2024-02-03T00:00:00.000000000,128,income
402,Savings Account Interest - October,Interest,Interest,0.39157661227681806,non-fraud,2024-02-27T00:00:00.000000000,128,income
3105,Art Gallery and Museum ,Entertainment,Entertainment,2.880163792878487,non-fraud,2024-02-26T00:00:00.000000000,128,spending
3553,Art Gallery and Museum ,Entertainment,Entertainment,4.498082059076687,non-fraud,2024-02-16T00:00:00.000000000,128,spending
2142,Paintball ,Entertainment,Entertainment,4.2198270451951645,non-fraud,2024-02-14T00:00:00.000000000,128,spending
75,Everyman cinema ,Entertainment,Entertainment,5.6660799197648455,non-fraud,2024-02-03T00:00:00.000000000,128,spending
2155,Paintball ,Entertainment,Entertainment,4.038063689353204,non-fraud,2024-02-06T00:00:00.000000000,128,spending
2268,Fuel Purchase - Gas Station,Transportation,Fuel,4.583353756879088,non-fraud,2024-02-25T00:00:00.000000000,128,spending
4252,Gas Station - Fuel Purchase,Transportation,Fuel,9.897126925197167,non-fraud,2024-02-18T00:00:00.000000000,128,spending
32,Gas Station - Fuel Purchase,Transportation,Fuel,4.021233748997467,non-fraud,2024-02-15T00:00:00.000000000,128,spending
4085,Citylink,Transportation,Transportation,0.4218705049171449,non-fraud,2024-02-24T00:00:00.000000000,128,spending
2056,Gas Station - Fuel Purchase,Transportation,Fuel,4.484618106792096,non-fraud,2024-02-16T00:00:00.000000000,128,spending
4387,Fuel Purchase - Gas Station,Transportation,Fuel,6.825101812263278,non-fraud,2024-02-12T00:00:00.000000000,128,spending
4783,Fuel Purchase - Gas Station,Transportation,Fuel,2.3281417492103076,non-fraud,2024-02-16T00:00:00.000000000,128,spending
4489,Gas Station - Fuel Purchase,Transportation,Fuel,6.090194416729422,non-fraud,2024-02-28T00:00:00.000000000,128,spending
5103,Fuel Purchase - Gas Station,Transportation,Fuel,2.8913837531156448,non-fraud,2024-02-11T00:00:00.000000000,128,spending
659,Paycheck Deposit - XYZ Inc.,Income,Income,238.9559811548511,non-fraud,2024-02-23T00:00:00.000000000,128,income
3545,Credit Card Payment - American Express **** 6789,Credit Card Payment,Credit Card Payment,58.48740872425779,non-fraud,2024-02-11T00:00:00.000000000,128,spending
75,Credit Card Payment - American Express **** 6789,Credit Card Payment,Credit Card Payment,43.56261761679008,non-fraud,2024-02-02T00:00:00.000000000,128,spending
6719,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,40.23814339852013,non-fraud,2024-02-07T00:00:00.000000000,128,spending
13681,Transfer to Investment Account,Transfers,Transfers,42.75365848369098,non-fraud,2024-02-22T00:00:00.000000000,128,spending
13682,Transfer to Vacation Fund,Transfers,Transfers,44.645343779675834,non-fraud,2024-02-04T00:00:00.000000000,128,spending
3792,Transfer to Investment Account,Transfers,Transfers,44.60607391884578,non-fraud,2024-02-03T00:00:00.000000000,128,spending
2584,Airbnb,Holiday,Holiday,32.61979039748977,non-fraud,2024-02-25T00:00:00.000000000,128,spending
3707,NatWest MRTG,Housing,Housing,72.97237739042892,non-fraud,2024-02-02T00:00:00.000000000,128,spending
282,Heal's,Home Improvement,Home Improvement,11.47689732658903,non-fraud,2024-02-04T00:00:00.000000000,128,spending
1278,House of Fraser,Home Improvement,Home Improvement,118.24603894338561,non-fraud,2024-02-23T00:00:00.000000000,128,spending
1682,Boots ,Personal care,Personal care,1.667286091241695,non-fraud,2024-02-04T00:00:00.000000000,128,spending
2757,Sallys,Personal care,Personal care,1.9477850971706479,non-fraud,2024-02-09T00:00:00.000000000,128,spending
328,Amazon Prime Membership Renewal,Online Shopping,Online Shopping,10.1619179867941,non-fraud,2024-02-06T00:00:00.000000000,128,spending
3217,Lease purchase ,Loan Payment,Loan Payment,12.303808396067582,non-fraud,2024-02-20T00:00:00.000000000,128,spending
2946,Loans company ,Loan Payment,Loan Payment,13.808405063870484,non-fraud,2024-02-17T00:00:00.000000000,128,spending
6899,Mind (Mental Health Charity),Charity,Charity,0.7876412086484993,non-fraud,2024-02-08T00:00:00.000000000,128,spending
3051,All 4 (Channel 4),Utilities,TV,4.291634790712977,non-fraud,2024-02-02T00:00:00.000000000,128,spending
6599,Disney+,Utilities,TV,1.1780958249016016,non-fraud,2024-02-02T00:00:00.000000000,128,spending
3951,Apple TV+,Utilities,TV,2.831917963858707,non-fraud,2024-02-02T00:00:00.000000000,128,spending
10815,npower,Utilities,Bills,14.022706304400206,non-fraud,2024-02-02T00:00:00.000000000,128,spending
376,Tonik Energy,Utilities,Bills,6.82173582419213,non-fraud,2024-02-02T00:00:00.000000000,128,spending
12298,Mango - Fashion Shopping,Shopping,Shopping,16.74579065395848,non-fraud,2024-02-12T00:00:00.000000000,128,spending
3690,Foot Locker - Athletic Footwear,Shopping,Shopping,18.868607130828792,non-fraud,2024-02-29T00:00:00.000000000,128,spending
6111,Scan,Electronics,Electronics,63.982945248417835,non-fraud,2024-02-07T00:00:00.000000000,128,spending
5346,CeX,Electronics,Electronics,20.75468244669507,non-fraud,2024-02-26T00:00:00.000000000,128,spending
11770,Italian Bistro,Dining Out,restaurants,4.7157492876775535,non-fraud,2024-02-11T00:00:00.000000000,128,spending
12353,Burger King,Dining Out,fast_food,1.2891734312494667,non-fraud,2024-02-28T00:00:00.000000000,128,spending
18134,Sciensus,Healthcare,Healthcare,23.448713150684416,non-fraud,2024-02-18T00:00:00.000000000,129,spending
9015,Festival Foods,Groceries,Groceries,6.596649573348402,non-fraud,2024-02-10T00:00:00.000000000,129,spending
29794,Co-op,Groceries,Groceries,8.010217339065917,non-fraud,2024-02-11T00:00:00.000000000,129,spending
17108,Acme Markets,Groceries,Groceries,5.869729397530706,non-fraud,2024-02-15T00:00:00.000000000,129,spending
5583,Target Grocery,Groceries,Groceries,13.575888712916644,non-fraud,2024-02-20T00:00:00.000000000,129,spending
16127,Tesco,Groceries,Groceries,6.342932282065771,non-fraud,2024-02-21T00:00:00.000000000,129,spending
4031,ATM Withdrawal - MNO Bank ATM,Cash Withdrawal,Cash Withdrawal,20.011447942593534,non-fraud,2024-02-28T00:00:00.000000000,129,spending
590,ATM Withdrawal - DEF Bank ATM,Cash Withdrawal,Cash Withdrawal,3.7876367055764173,non-fraud,2024-02-08T00:00:00.000000000,129,spending
6037,Etorro,Investment,Investment,26.249671501272825,non-fraud,2024-02-11T00:00:00.000000000,129,spending
674,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,1.3410771110653346,non-fraud,2024-02-17T00:00:00.000000000,129,spending
835,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,0.34634423889375004,non-fraud,2024-02-02T00:00:00.000000000,129,spending
379,Savings Account Interest - October,Interest,Interest,1.0873598197827037,non-fraud,2024-02-11T00:00:00.000000000,129,income
523,Savings Account Interest - October,Interest,Interest,1.486058420369695,non-fraud,2024-02-21T00:00:00.000000000,129,income
326,Interest Earned - Savings Account,Interest,Interest,0.9484193983660248,non-fraud,2024-02-29T00:00:00.000000000,129,income
611,DesignMyNight ,Entertainment,Entertainment,12.494569781021621,non-fraud,2024-02-17T00:00:00.000000000,129,spending
6568,Gas Station - Fuel Purchase,Transportation,Fuel,22.296917193433107,non-fraud,2024-02-23T00:00:00.000000000,129,spending
5304,Fuel Purchase - Gas Station,Transportation,Fuel,6.012697077539173,non-fraud,2024-02-22T00:00:00.000000000,129,spending
3578,Virgin Trains,Transportation,Transportation,22.182140323567154,non-fraud,2024-02-20T00:00:00.000000000,129,spending
2790,Gas Station - Fuel Purchase,Transportation,Fuel,8.042435407800218,non-fraud,2024-02-15T00:00:00.000000000,129,spending
3873,Fuel Purchase - Gas Station,Transportation,Fuel,7.514864532276018,non-fraud,2024-02-17T00:00:00.000000000,129,spending
3252,National express,Transportation,Transportation,9.752006680014137,non-fraud,2024-02-22T00:00:00.000000000,129,spending
3636,Gas Station - Fuel Purchase,Transportation,Fuel,6.002628931059703,non-fraud,2024-02-20T00:00:00.000000000,129,spending
6309,Trainline ,Transportation,Transportation,5.021991463959376,non-fraud,2024-02-13T00:00:00.000000000,129,spending
5239,Paycheck Deposit - ABC Inc.,Income,Income,998.4238546709579,non-fraud,2024-02-23T00:00:00.000000000,129,income
8937,Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,15.172696744560502,non-fraud,2024-02-03T00:00:00.000000000,129,spending
6374,Credit Card Payment - Visa **** 7890,Credit Card Payment,Credit Card Payment,18.579757513212975,non-fraud,2024-02-23T00:00:00.000000000,129,spending
8099,Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,39.79938303334285,non-fraud,2024-02-14T00:00:00.000000000,129,spending
4345,Credit Card Payment - American Express **** 5678,Credit Card Payment,Credit Card Payment,88.46074859791473,non-fraud,2024-02-29T00:00:00.000000000,129,spending
13913,Transfer from Current to Savings,Transfers,Transfers,57.72269739609442,non-fraud,2024-02-08T00:00:00.000000000,129,spending
210,Transfer from Savings to Current - Emergency Fund,Transfers,Transfers,217.12360608835107,non-fraud,2024-02-11T00:00:00.000000000,129,spending
14383,Transfer to Vacation Fund,Transfers,Transfers,143.24354722200405,non-fraud,2024-02-07T00:00:00.000000000,129,spending
6958,Saga Holidays,Holiday,Holiday,74.2888256134135,non-fraud,2024-02-18T00:00:00.000000000,129,spending
867,Barclays MTGES,Housing,Housing,207.53873063989616,non-fraud,2024-02-02T00:00:00.000000000,129,spending
9,Next Home,Home Improvement,Home Improvement,59.990043983270944,non-fraud,2024-02-16T00:00:00.000000000,129,spending
19338,Bathstore,Home Improvement,Home Improvement,88.87958349146065,non-fraud,2024-02-28T00:00:00.000000000,129,spending
228,Manning Books ,Personal care,Personal care,4.198417081938772,non-fraud,2024-02-11T00:00:00.000000000,129,spending
5076,Urban Outfitters - Affordable Fashion,Online Shopping,Online Shopping,64.81268614693681,non-fraud,2024-02-15T00:00:00.000000000,129,spending
7328,AMZN,Online Shopping,Online Shopping,41.067969489755995,non-fraud,2024-02-05T00:00:00.000000000,129,spending
8337,Currys PC World,Online Shopping,Online Shopping,28.039787945322498,non-fraud,2024-02-04T00:00:00.000000000,129,spending
2311,Aliexpress,Online Shopping,Online Shopping,50.7978262475153,non-fraud,2024-02-13T00:00:00.000000000,129,spending
2685,SLC,Loan Payment,Loan Payment,69.7339961461015,non-fraud,2024-02-17T00:00:00.000000000,129,spending
1139,SLC,Loan Payment,Loan Payment,23.442672262796734,non-fraud,2024-02-20T00:00:00.000000000,129,spending
1659,Alzheimer's Society,Charity,Charity,1.8243481420798695,non-fraud,2024-02-29T00:00:00.000000000,129,spending
9850,Help for Heroes,Charity,Charity,0.7087975121546513,non-fraud,2024-02-19T00:00:00.000000000,129,spending
14483,Marie Curie,Charity,Charity,1.1437414400677326,non-fraud,2024-02-03T00:00:00.000000000,129,spending
8092,Shelter,Charity,Charity,4.583020277454507,non-fraud,2024-02-23T00:00:00.000000000,129,spending
2120,Amazon Prime Video,Utilities,TV,6.936952924354471,non-fraud,2024-02-02T00:00:00.000000000,129,spending
28307,Clothing Store Purchase - Fashion World,Shopping,Shopping,33.07788844364902,non-fraud,2024-02-10T00:00:00.000000000,129,spending
14944,Mango - Fashion Shopping,Shopping,Shopping,29.449328452448224,non-fraud,2024-02-08T00:00:00.000000000,129,spending
31581,Mango - Fashion Shopping,Shopping,Shopping,37.70118130702141,non-fraud,2024-02-26T00:00:00.000000000,129,spending
30967,New Balance - Affordable Sportswear,Shopping,Shopping,30.73805120182032,non-fraud,2024-02-05T00:00:00.000000000,129,spending
3639,Gadget Purchase - Tech Paradise,Electronics,Electronics,126.97140888188547,non-fraud,2024-02-02T00:00:00.000000000,129,spending
14086,Stumptown Coffee,Dining Out,cafes,0.5154890997488373,non-fraud,2024-02-18T00:00:00.000000000,129,spending
5949,Optum / United Health,Healthcare,Healthcare,15.968602850111479,non-fraud,2024-02-13T00:00:00.000000000,130,spending
15718,Omnes,Healthcare,Healthcare,26.25483467709492,non-fraud,2024-02-07T00:00:00.000000000,130,spending
3144,Food Basics,Groceries,Groceries,28.80857583506425,non-fraud,2024-02-21T00:00:00.000000000,130,spending
3176,Albertsons,Groceries,Groceries,2.5038541213950456,non-fraud,2024-02-13T00:00:00.000000000,130,spending
35736,BJ's Wholesale Club,Groceries,Groceries,2.7699183164578973,non-fraud,2024-02-22T00:00:00.000000000,130,spending
29710,Sainsbury's,Groceries,Groceries,45.72028123374673,non-fraud,2024-02-23T00:00:00.000000000,130,spending
2781,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,11.283972558469134,non-fraud,2024-02-23T00:00:00.000000000,130,spending
2269,Revolut stocks,Investment,Investment,32.71401812687968,non-fraud,2024-02-16T00:00:00.000000000,130,spending
2908,Vanguard ,Investment,Investment,24.546797567718226,non-fraud,2024-02-13T00:00:00.000000000,130,spending
1563,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,3.280666548051763,non-fraud,2024-02-14T00:00:00.000000000,130,spending
3656,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,1.0595056339109967,non-fraud,2024-02-07T00:00:00.000000000,130,spending
1065,Savings Account Interest - October,Interest,Interest,2.520483133586474,non-fraud,2024-02-11T00:00:00.000000000,130,income
1036,Art Gallery and Museum ,Entertainment,Entertainment,12.082165143657688,non-fraud,2024-02-20T00:00:00.000000000,130,spending
446,DesignMyNight ,Entertainment,Entertainment,10.122317278239365,non-fraud,2024-02-28T00:00:00.000000000,130,spending
149,DesignMyNight ,Entertainment,Entertainment,14.419729143138452,non-fraud,2024-02-18T00:00:00.000000000,130,spending
1099,Everyman cinema ,Entertainment,Entertainment,6.753754522890053,non-fraud,2024-02-09T00:00:00.000000000,130,spending
1319,Cinemacity,Entertainment,Entertainment,4.306914157579903,non-fraud,2024-02-06T00:00:00.000000000,130,spending
511,Cinemacity,Entertainment,Entertainment,4.907934169641523,non-fraud,2024-02-07T00:00:00.000000000,130,spending
3343,First Bus,Transportation,Transportation,8.478420644458177,non-fraud,2024-02-10T00:00:00.000000000,130,spending
1822,Paycheck Deposit - ABC Corp.,Income,Income,1326.6150811687376,non-fraud,2024-02-23T00:00:00.000000000,130,income
4231,Credit Card Payment - Visa **** 4567,Credit Card Payment,Credit Card Payment,21.586833397644007,non-fraud,2024-02-12T00:00:00.000000000,130,spending
15743,Transfer to Investment Account,Transfers,Transfers,115.77830959623373,non-fraud,2024-02-05T00:00:00.000000000,130,spending
7026,Transfer to Emergency Fund,Transfers,Transfers,93.74011729625096,non-fraud,2024-02-28T00:00:00.000000000,130,spending
4822,Transfer from Current to Savings,Transfers,Transfers,133.41456481182843,non-fraud,2024-02-11T00:00:00.000000000,130,spending
15111,Transfer from Current to Savings,Transfers,Transfers,241.308347056155,non-fraud,2024-02-09T00:00:00.000000000,130,spending
51,Transfer from Current to Savings,Transfers,Transfers,84.22832232275402,non-fraud,2024-02-21T00:00:00.000000000,130,spending
10272,Thomas Cook,Holiday,Holiday,184.73169643457587,non-fraud,2024-02-05T00:00:00.000000000,130,spending
1286,TUI UK,Holiday,Holiday,138.3510058595124,non-fraud,2024-02-22T00:00:00.000000000,130,spending
1355,Nationwide BuildSoc Mortage ,Housing,Housing,184.61054220289546,non-fraud,2024-02-02T00:00:00.000000000,130,spending
11784,Toolstation,Home Improvement,Home Improvement,233.48083346033272,non-fraud,2024-02-14T00:00:00.000000000,130,spending
3992,Rituals ,Personal care,Personal care,6.133729925466802,non-fraud,2024-02-19T00:00:00.000000000,130,spending
4958,Waterstones ,Personal care,Personal care,6.081467315722313,non-fraud,2024-02-05T00:00:00.000000000,130,spending
1846,Manning Books ,Personal care,Personal care,5.200129669576619,non-fraud,2024-02-18T00:00:00.000000000,130,spending
2599,Online Shopping - Electronics,Online Shopping,Online Shopping,71.09140269152574,non-fraud,2024-02-24T00:00:00.000000000,130,spending
10469,Online Shopping - Tech Accessories,Online Shopping,Online Shopping,5.910426047467622,non-fraud,2024-02-02T00:00:00.000000000,130,spending
1369,Ebay ,Online Shopping,Online Shopping,6.677736181443524,non-fraud,2024-02-19T00:00:00.000000000,130,spending
292,Lease purchase ,Loan Payment,Loan Payment,31.56899185884133,non-fraud,2024-02-19T00:00:00.000000000,130,spending
2050,SLC,Loan Payment,Loan Payment,36.46029701629143,non-fraud,2024-02-27T00:00:00.000000000,130,spending
5684,Save the Children,Charity,Charity,4.765399779429281,non-fraud,2024-02-22T00:00:00.000000000,130,spending
3723,EE,Utilities,Mobile,5.17162279153417,non-fraud,2024-02-02T00:00:00.000000000,130,spending
9270,SSE (Scottish and Southern Energy),Utilities,Bills,21.943169373174612,non-fraud,2024-02-02T00:00:00.000000000,130,spending
9235,H&M - Accessories,Shopping,Shopping,35.40791810189105,non-fraud,2024-02-08T00:00:00.000000000,130,spending
10010,Primark - Budget Fashion,Shopping,Shopping,12.76633021667645,non-fraud,2024-02-20T00:00:00.000000000,130,spending
9862,C&A - Budget Clothing,Shopping,Shopping,19.672121422459558,non-fraud,2024-02-18T00:00:00.000000000,130,spending
19983,Nike - Sportswear Shopping,Shopping,Shopping,21.29463789770891,non-fraud,2024-02-18T00:00:00.000000000,130,spending
25094,Payless ShoeSource - Inexpensive Shoes,Shopping,Shopping,56.980498060513824,non-fraud,2024-02-27T00:00:00.000000000,130,spending
8377,CeX,Electronics,Electronics,209.2404848315708,non-fraud,2024-02-27T00:00:00.000000000,130,spending
11650,The Dive Bar,Dining Out,bars,8.38577329082022,non-fraud,2024-02-22T00:00:00.000000000,130,spending
3710,Practice Plus Group,Healthcare,Healthcare,14.9709888009771,non-fraud,2024-02-15T00:00:00.000000000,131,spending
17751,HCA / HealthTrust Europe,Healthcare,Healthcare,45.266826138227124,non-fraud,2024-02-16T00:00:00.000000000,131,spending
16447,Sirona,Healthcare,Healthcare,3.969580363895443,non-fraud,2024-02-14T00:00:00.000000000,131,spending
32709,Meijer,Groceries,Groceries,22.660633048751702,non-fraud,2024-02-26T00:00:00.000000000,131,spending
7193,ATM Withdrawal - PQR Bank ATM,Cash Withdrawal,Cash Withdrawal,9.21396310751045,non-fraud,2024-02-25T00:00:00.000000000,131,spending
6895,ATM Withdrawal - MNO Bank ATM,Cash Withdrawal,Cash Withdrawal,36.17988960236133,non-fraud,2024-02-29T00:00:00.000000000,131,spending
774,Interactive Brokers ,Investment,Investment,59.17623573331675,non-fraud,2024-02-17T00:00:00.000000000,131,spending
103,Isa fund,Investment,Investment,94.3898160585241,non-fraud,2024-02-14T00:00:00.000000000,131,spending
1418,Isa fund,Investment,Investment,63.04600950520568,non-fraud,2024-02-06T00:00:00.000000000,131,spending
3812,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,2.395358208156336,non-fraud,2024-02-29T00:00:00.000000000,131,spending
1200,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,5.598242478910831,non-fraud,2024-02-14T00:00:00.000000000,131,spending
6314,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,4.609249885391738,non-fraud,2024-02-03T00:00:00.000000000,131,spending
2539,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,2.132231738320981,non-fraud,2024-02-29T00:00:00.000000000,131,spending
436,Savings Account Interest - October,Interest,Interest,3.5340606896852003,non-fraud,2024-02-22T00:00:00.000000000,131,income
1038,Interest Earned - Savings Account,Interest,Interest,3.080394362382864,non-fraud,2024-02-03T00:00:00.000000000,131,income
3336,DesignMyNight ,Entertainment,Entertainment,9.127766505323008,non-fraud,2024-02-23T00:00:00.000000000,131,spending
3260,DesignMyNight ,Entertainment,Entertainment,19.276282247076274,non-fraud,2024-02-24T00:00:00.000000000,131,spending
405,Everyman cinema ,Entertainment,Entertainment,8.81927340275742,non-fraud,2024-02-16T00:00:00.000000000,131,spending
330,Cinemacity,Entertainment,Entertainment,23.27761925388288,non-fraud,2024-02-08T00:00:00.000000000,131,spending
5440,Gas Station - Fuel Purchase,Transportation,Fuel,28.408585415672302,non-fraud,2024-02-27T00:00:00.000000000,131,spending
2429,Gas Station - Fuel Purchase,Transportation,Fuel,53.006373682004984,non-fraud,2024-02-08T00:00:00.000000000,131,spending
5439,Salary Deposit - ABC Company,Income,Income,2750.869288883539,non-fraud,2024-02-23T00:00:00.000000000,131,income
5324,Credit Card Payment - Mastercard **** 2345,Credit Card Payment,Credit Card Payment,122.14965862615406,non-fraud,2024-02-02T00:00:00.000000000,131,spending
4464,Credit Card Payment - American Express **** 3456,Credit Card Payment,Credit Card Payment,138.7402362156005,non-fraud,2024-02-22T00:00:00.000000000,131,spending
4488,Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,29.08908490662581,non-fraud,2024-02-11T00:00:00.000000000,131,spending
8366,Credit Card Payment - American Express **** 5678,Credit Card Payment,Credit Card Payment,300.1048121737685,non-fraud,2024-02-22T00:00:00.000000000,131,spending
13698,Transfer to Vacation Fund,Transfers,Transfers,27.859649159636476,non-fraud,2024-02-28T00:00:00.000000000,131,spending
12511,British Airways Holidays,Holiday,Holiday,446.6435725556962,non-fraud,2024-02-28T00:00:00.000000000,131,spending
4417,Direct Debit Mortg. TSB ,Housing,Housing,620.8695888928854,non-fraud,2024-02-02T00:00:00.000000000,131,spending
8300,Carpetright,Home Improvement,Home Improvement,252.72843761358556,non-fraud,2024-02-20T00:00:00.000000000,131,spending
7007,Harveys,Home Improvement,Home Improvement,271.2244137777018,non-fraud,2024-02-06T00:00:00.000000000,131,spending
612,Superdrug ,Personal care,Personal care,10.479692160683971,non-fraud,2024-02-02T00:00:00.000000000,131,spending
2178,Rituals ,Personal care,Personal care,8.674100178020671,non-fraud,2024-02-03T00:00:00.000000000,131,spending
2771,Manning Books ,Personal care,Personal care,6.954704797544816,non-fraud,2024-02-07T00:00:00.000000000,131,spending
3471,Sanctuary spa,Personal care,Personal care,10.765501946884442,non-fraud,2024-02-27T00:00:00.000000000,131,spending
8879,Zara - Affordable Fashion,Online Shopping,Online Shopping,61.13153760398983,non-fraud,2024-02-17T00:00:00.000000000,131,spending
11117,Urban Outfitters - Affordable Fashion,Online Shopping,Online Shopping,150.09096772470494,non-fraud,2024-02-08T00:00:00.000000000,131,spending
5399,Currys PC World,Online Shopping,Online Shopping,30.92643353220027,non-fraud,2024-02-05T00:00:00.000000000,131,spending
9978,Urban Outfitters - Affordable Fashion,Online Shopping,Online Shopping,29.887537642677916,non-fraud,2024-02-25T00:00:00.000000000,131,spending
2554,Car Loan Payment - Auto Finance Inc.,Loan Payment,Loan Payment,91.58615815579566,non-fraud,2024-02-28T00:00:00.000000000,131,spending
1128,SLC,Loan Payment,Loan Payment,64.51588840566525,non-fraud,2024-02-25T00:00:00.000000000,131,spending
17461,Crisis,Charity,Charity,8.13423724853089,non-fraud,2024-02-07T00:00:00.000000000,131,spending
15190,The Salvation Army,Charity,Charity,10.048709149746749,non-fraud,2024-02-04T00:00:00.000000000,131,spending
